Lab_ID,BANDNUMB,Family,AOU,Com_Name,YR,Season,MO,DAY,ASEX,AAGE,SITE_MST,LAT_DEG,LAT_MIN,LONG_DEG,LONG_MIN,ST,FLYWAY,Cult_Res,Vir_Res,ELISA_Re,PRNT_Res,PRNT_Ttr,,,,,,,,,,,,,,,,,,
US01-1121,0912-36627,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1122,2240-86365,Parulidae,6360,Black-and-white Warbler,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1123,0912-36628,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1124,2240-86366,Parulidae,6520,Yellow Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1125,2240-86367,Tyrannidae,4650,Acadian Flycatcher,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1126,0912-36629,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1127,0912-36630,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1128,2240-86368,Parulidae,6360,Black-and-white Warbler,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1129,2240-86369,Parulidae,6360,Black-and-white Warbler,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1130,0912-36631,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1131,2240-86370,Parulidae,6550,Myrtle Yellow-rumped Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1132,2240-86371,Parulidae,6550,Myrtle Yellow-rumped Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1133,0972-93101,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1134,1791-85161,Thraupidae,6080,Scarlet Tanager,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1135,0972-93102,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1136,2240-86372,Parulidae,6360,Black-and-white Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1137,0972-93103,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1138,2240-86373,Parulidae,6360,Black-and-white Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1139,0972-93104,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1140,2240-86374,Parulidae,6810,Common Yellowthroat,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1141,0972-93105,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1142,,Parulidae,6750,Northern Waterthrush,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1143,2240-86375,Parulidae,6550,Myrtle Yellow-rumped Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1144,0972-93106,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1145,2240-86377,Parulidae,6550,Myrtle Yellow-rumped Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1146,0972-93107,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1147,0972-93108,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1148,0972-93109,Cardinalidae,5950,Rose-breasted Grosbeak,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1149,1781-75209,Mimidae,7040,Gray Catbird,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1150,1781-75210,Mimidae,7040,Gray Catbird,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1151,1781-75211,Mimidae,7040,Gray Catbird,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1152,2240-86501,Parulidae,6550,Myrtle Yellow-rumped Warbler,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1153,1781-75212,Mimidae,7040,Gray Catbird,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,POS,NEG,,,,,,,,,,,,,,,,,,,
US01-1154,2240-86502,Parulidae,6860,Canada Warbler,2001,Spring,5,12,M,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1155,0972-93110,Sturnidae,4930,European Starling,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1156,1791-85162,Thraupidae,6080,Scarlet Tanager,2001,Spring,5,12,F,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1157,1781-75213,Turdidae,7560,Veery,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1158,1781-75214,Turdidae,7580,Swainson's Thrush,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1159,1781-75215,Turdidae,7580,Swainson's Thrush,2001,Spring,5,12,U,AHY,GATE,40,38,073,50,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1160,1781-75216,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1161,1781-75217,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,POS,NEG,,,,,,,,,,,,,,,,,,,
US01-1162,1781-75218,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1163,1781-75219,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1164,1781-75220,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1165,1781-75221,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1166,1781-75222,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1167,1781-75223,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1168,1781-75224,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1169,1781-75225,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1170,0972-93111,Corvidae,4770,Blue Jay,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1171,0972-93112,Cardinalidae,5930,Northern Cardinal,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1172,0972-93113,Cardinalidae,5930,Northern Cardinal,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,POS,NEG,,,,,,,,,,,,,,,,,,,
US01-1173,1781-75226,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1174,1781-75227,Emberizidae,5870,Eastern Towhee,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1175,1791-85301,Paridae,7310,Eastern Tufted Titmouse,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1176,0972-93114,Corvidae,4770,Blue Jay,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1177,1781-75228,Cardinalidae,5930,Northern Cardinal,2001,Spring,5,13,F,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1178,1781-75229,Cardinalidae,5930,Northern Cardinal,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1179,1163-66151,Picidae,4120,Yellow-shafted Flicker,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1180,2240-86503,Parulidae,6810,Common Yellowthroat,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1181,1791-85302,Troglodytidae,7180,Carolina Wren,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1182,1781-75230,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1183,1781-75231,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1184,0972-93115,Turdidae,7610,American Robin,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1185,1781-75232,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1186,1781-75233,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1187,1781-75234,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1188,1781-75235,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1189,1781-75236,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1190,1781-75237,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1191,1781-75238,Emberizidae,5870,Eastern Towhee,2001,Spring,5,14,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1192,1781-75239,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1193,1791-85303,Paridae,7310,Eastern Tufted Titmouse,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1194,0972-93116,Corvidae,4770,Blue Jay,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1195,0972-93117,Corvidae,4770,Blue Jay,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1196,0972-93118,Corvidae,4770,Blue Jay,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1197,0972-93119,Turdidae,7610,American Robin,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1198,,Paridae,7350,Black-capped Chickadee,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1199,1791-85304,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1200,1791-85305,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1201,1791-85306,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1202,1791-85307,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1203,1781-75240,Mimidae,7040,Gray Catbird,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1204,0972-93120,Corvidae,4770,Blue Jay,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1205,,Paridae,7350,Black-capped Chickadee,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1206,1781-75241,Icteridae,5070,Baltimore Oriole,2001,Spring,5,16,M,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1207,1791-85308,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1208,,Paridae,7350,Black-capped Chickadee,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1209,1781-75242,Cardinalidae,5930,Northern Cardinal,2001,Spring,5,16,M,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1210,,Paridae,7350,Black-capped Chickadee,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1211,2240-86504,Parulidae,6520,Yellow Warbler,2001,Spring,5,16,M,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1212,0972-93121,Corvidae,4770,Blue Jay,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1213,1781-75243,Mimidae,7040,Gray Catbird,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1214,1791-85309,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1215,,Paridae,7350,Black-capped Chickadee,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1216,1791-85310,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1217,1781-75244,Icteridae,5070,Baltimore Oriole,2001,Spring,5,16,F,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1218,1781-75245,Mimidae,7040,Gray Catbird,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1219,1791-85311,Sittidae,7270,White-breasted Nuthatch,2001,Spring,5,16,M,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1220,2240-86505,Parulidae,6410,Blue-winged Warbler,2001,Spring,5,16,M,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1221,,Paridae,7350,Black-capped Chickadee,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1222,0972-93122,Corvidae,4770,Blue Jay,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1223,,Paridae,7350,Black-capped Chickadee,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1224,1791-85312,Emberizidae,5810,Song Sparrow,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1225,1781-75246,Mimidae,7040,Gray Catbird,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1226,0972-93123,Corvidae,4770,Blue Jay,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1227,1781-75247,Mimidae,7040,Gray Catbird,2001,Spring,5,16,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1228,1791-85313,Fringillidae,5190,House Finch,2001,Spring,5,16,F,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1229,1791-85314,Fringillidae,5190,House Finch,2001,Spring,5,16,M,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1230,1781-75248,Mimidae,7040,Gray Catbird,2001,Spring,5,17,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1231,1781-75249,Mimidae,7040,Gray Catbird,2001,Spring,5,17,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1232,1781-75250,Mimidae,7040,Gray Catbird,2001,Spring,5,17,U,AHY,GRME,42,23,071,23,MA,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1233,1781-75319,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1234,1781-75320,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1235,1781-75321,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1236,1781-75323,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1237,0972-93100,Turdidae,7610,American Robin,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1238,1781-75324,Turdidae,7550,Wood Thrush,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1239,1781-75325,Icteridae,5070,Baltimore Oriole,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1240,1781-75326,Icteridae,5070,Baltimore Oriole,2001,Spring,5,13,M,SY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1241,2240-86603,Parulidae,6360,Black-and-white Warbler,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1242,1781-75327,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1243,1781-75328,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1244,1781-75329,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1245,1781-75330,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1246,1781-75331,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1247,1781-75332,Turdidae,7550,Wood Thrush,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1248,0912-36632,Turdidae,7610,American Robin,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1249,0912-36633,Turdidae,7610,American Robin,2001,Spring,5,13,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1250,2141-83675,Vireonidae,6240,Red-eyed Vireo,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1251,1781-75333,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1252,1781-75334,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1253,1781-75335,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1254,1781-75336,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1255,1781-75337,Mimidae,7040,Gray Catbird,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1256,1781-75338,Cardinalidae,5930,Northern Cardinal,2001,Spring,5,13,F,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1257,1781-75339,Cardinalidae,5930,Northern Cardinal,2001,Spring,5,13,F,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1258,2141-83676,Vireonidae,6240,Red-eyed Vireo,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1259,1791-85127,Paridae,7310,Eastern Tufted Titmouse,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1260,1791-85128,Paridae,7310,Eastern Tufted Titmouse,2001,Spring,5,13,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1261,1781-75340,Mimidae,7040,Gray Catbird,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1262,1781-75341,Turdidae,7550,Wood Thrush,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1263,1791-85129,Thraupidae,6080,Scarlet Tanager,2001,Spring,5,14,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1264,1791-85130,Thraupidae,6080,Scarlet Tanager,2001,Spring,5,14,M,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1265,2240-86604,Parulidae,6360,Black-and-white Warbler,2001,Spring,5,14,F,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1266,2240-86605,Parulidae,6550,Myrtle Yellow-rumped Warbler,2001,Spring,5,14,F,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
US01-1267,1781-75342,Turdidae,7550,Wood Thrush,2001,Spring,5,14,U,AHY,WERT,40,47,072,54,NY,A,NEG,,NEG,,,,,,,,,,,,,,,,,,,,
